Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
2024-07-28 19:10:00,19:10:00,CNR6294714720,Canceled by Customer,CID847706,eBike,Whitefield,Hennur,null,null,Driver asked to cancel,null,null,null,291,null,0,null,null,#NAME?
2024-07-04 16:33:00,16:33:00,CNR9556051787,Success,CID124602,Prime Plus,Kadugodi,Magadi Road,308,115,null,null,No,null,283,Cash,2,3.3,3.1,#NAME?
2024-07-21 2:10:00,02:10:00,CNR3151562230,Success,CID864144,Prime Plus,Koramangala,Yelahanka,182,145,null,null,Yes,Vehicle Breakdown,105,UPI,16,4.9,3.4,#NAME?
2024-07-28 3:18:00,03:18:00,CNR3888627336,Success,CID101545,Mini,Basavanagudi,Marathahalli,259,75,null,null,No,null,1918,Cash,38,3.4,4.3,#NAME?
2024-07-30 23:11:00,23:11:00,CNR6536563208,Success,CID527863,Mini,Chamarajpet,Indiranagar,105,100,null,null,No,null,412,Cash,22,3.9,3.4,#NAME?
2024-07-21 19:48:00,19:48:00,CNR9221369404,Success,CID153868,Prime SUV,Sahakar Nagar,Kengeri,175,115,null,null,No,null,110,Cash,3,4.4,3.9,#NAME?
2024-07-28 9:39:00,09:39:00,CNR5701220733,Canceled by Driver,CID917125,Prime SUV,Rajajinagar,Chickpet,null,null,null,More than permitted people in there,null,null,294,null,0,null,null,#NAME?
2024-07-10 9:55:00,09:55:00,CNR7419458512,Success,CID542417,Prime SUV,Shantinagar,Marathahalli,252,70,null,null,No,null,571,UPI,28,3.9,3,#NAME?
2024-07-02 21:51:00,21:51:00,CNR7587397053,Canceled by Driver,CID462242,Mini,JP Nagar,Rajarajeshwari Nagar,null,null,null,Customer related issue,null,null,187,null,0,null,null,#NAME?
2024-07-03 0:06:00,00:06:00,CNR6987499296,Success,CID819742,Prime Plus,Padmanabhanagar,Rajajinagar,63,60,null,null,No,null,364,Cash,15,3.3,4,#NAME?
2024-07-21 8:54:00,08:54:00,CNR4029323577,Success,CID970067,eBike,Langford Town,Vijayanagar,161,65,null,null,No,null,241,Cash,30,4.5,4,#NAME?
2024-07-23 0:45:00,00:45:00,CNR6398804130,Success,CID506447,Prime SUV,Hebbal,Frazer Town,245,70,null,null,No,null,290,UPI,39,3.8,3.3,#NAME?
2024-07-10 18:45:00,18:45:00,CNR5457171323,Success,CID324049,Mini,Hulimavu,Rajarajeshwari Nagar,224,65,null,null,No,null,915,Cash,22,4.6,3.5,#NAME?
2024-07-30 20:47:00,20:47:00,CNR9662064828,Canceled by Customer,CID989204,eBike,Yelahanka,MG Road,null,null,Driver asked to cancel,null,null,null,746,null,0,null,null,#NAME?
2024-07-08 10:02:00,10:02:00,CNR3107498077,Driver Not Found,CID950406,eBike,Bannerghatta Road,Shantinagar,null,null,null,null,null,null,427,null,0,null,null,#NAME?
2024-07-01 21:53:00,21:53:00,CNR3952732444,Success,CID452123,Prime Plus,RT Nagar,Bannerghatta Road,42,75,null,null,No,null,409,Cash,7,3.1,4.9,#NAME?
2024-07-20 6:22:00,06:22:00,CNR5777910597,Canceled by Driver,CID663872,Prime SUV,JP Nagar,Shantinagar,null,null,null,More than permitted people in there,null,null,898,null,0,null,null,#NAME?
2024-07-02 3:52:00,03:52:00,CNR2991513181,Success,CID992348,Auto,Hennur,Padmanabhanagar,175,95,null,null,No,null,305,Cash,2,3.7,3.9,#NAME?
2024-07-11 7:57:00,07:57:00,CNR5940757396,Canceled by Customer,CID700861,Mini,JP Nagar,KR Puram,null,null,Change of plans,null,null,null,2501,null,0,null,null,#NAME?
2024-07-06 6:51:00,06:51:00,CNR7375877575,Success,CID348054,Prime Plus,JP Nagar,Mysore Road,112,110,null,null,No,null,2926,UPI,43,4.5,4.1,#NAME?
2024-07-16 21:19:00,21:19:00,CNR1872080690,Canceled by Driver,CID691524,Auto,Banashankari,Kengeri,null,null,null,Customer related issue,null,null,463,null,0,null,null,#NAME?
2024-07-07 18:50:00,18:50:00,CNR8442827020,Success,CID478385,Auto,Kammanahalli,BTM Layout,133,130,null,null,No,null,717,Cash,16,3.7,3.7,#NAME?
2024-07-13 2:03:00,02:03:00,CNR8692201198,Success,CID842293,Prime SUV,BTM Layout,Richmond Town,42,40,null,null,No,null,214,UPI,17,4.1,3.5,#NAME?
2024-07-19 1:05:00,01:05:00,CNR3016403523,Success,CID800910,Mini,Bellandur,Peenya,161,100,null,null,No,null,434,UPI,35,3.4,4.9,#NAME?
2024-07-20 3:01:00,03:01:00,CNR1593407677,Success,CID142070,Mini,Banashankari,Bellandur,210,145,null,null,No,null,318,UPI,49,4.7,3.3,#NAME?
2024-07-25 6:31:00,06:31:00,CNR4313471304,Driver Not Found,CID217346,Prime Plus,Langford Town,Cox Town,null,null,null,null,null,null,247,null,0,null,null,#NAME?
2024-07-13 21:48:00,21:48:00,CNR4050153436,Success,CID448471,Prime Sedan,Bellandur,Kengeri,175,70,null,null,No,null,207,Cash,17,3.4,3.3,#NAME?
2024-07-30 11:36:00,11:36:00,CNR8141621703,Success,CID461730,eBike,Electronic City,Langford Town,287,125,null,null,No,null,172,Cash,36,3.5,3.5,#NAME?
2024-07-23 11:05:00,11:05:00,CNR1852330795,Success,CID756591,Prime Plus,Hulimavu,Yelahanka,301,100,null,null,No,null,108,Cash,40,3.3,4.9,#NAME?
2024-07-10 7:56:00,07:56:00,CNR3515016228,Success,CID717188,Prime Sedan,Marathahalli,Hulimavu,259,80,null,null,Yes,Vehicle Breakdown,230,Cash,35,4.6,4.9,#NAME?
2024-07-21 16:55:00,16:55:00,CNR6664390913,Success,CID894563,Mini,Chickpet,Chickpet,77,145,null,null,No,null,391,UPI,37,3.5,4.9,#NAME?
2024-07-05 7:28:00,07:28:00,CNR5020910140,Canceled by Customer,CID973188,eBike,Shivajinagar,Yelahanka,null,null,Driver is not moving towards pickup location,null,null,null,189,null,0,null,null,#NAME?
2024-07-24 12:34:00,12:34:00,CNR2303900695,Success,CID655347,Prime SUV,Chickpet,Sarjapur Road,35,145,null,null,No,null,355,Cash,40,4.5,3.9,#NAME?
2024-07-26 18:36:00,18:36:00,CNR7089337616,Success,CID385173,Auto,Chickpet,Frazer Town,189,125,null,null,No,null,205,Cash,10,5,3.7,#NAME?
2024-07-01 1:43:00,01:43:00,CNR7156159431,Success,CID658603,Prime Plus,Shantinagar,Marathahalli,266,85,null,null,No,null,738,Cash,20,3.8,3.4,#NAME?
2024-07-08 23:57:00,23:57:00,CNR9155782240,Success,CID724071,Prime SUV,Banashankari,Devanahalli,63,45,null,null,No,null,217,Cash,4,4.9,4.9,#NAME?
2024-07-25 3:08:00,03:08:00,CNR6247095121,Success,CID618304,Auto,HSR Layout,Mysore Road,119,50,null,null,No,null,217,Cash,19,3.5,4.8,#NAME?
2024-07-01 2:09:00,02:09:00,CNR2779154048,Success,CID105206,Auto,Hennur,Hennur,133,145,null,null,No,null,394,Cash,4,3.6,3.2,#NAME?
2024-07-09 5:03:00,05:03:00,CNR7865258416,Canceled by Driver,CID941565,Prime SUV,BTM Layout,Hosur Road,null,null,null,More than permitted people in there,null,null,948,null,0,null,null,#NAME?
2024-07-24 1:57:00,01:57:00,CNR7022469695,Success,CID353156,Mini,Ulsoor,Ramamurthy Nagar,147,100,null,null,No,null,553,Cash,15,4.1,4.8,#NAME?
2024-07-04 11:42:00,11:42:00,CNR7814983210,Success,CID553003,Prime Sedan,Peenya,Ulsoor,91,70,null,null,No,null,930,UPI,43,3.8,4.1,#NAME?
2024-07-23 2:45:00,02:45:00,CNR2502432692,Driver Not Found,CID798737,Mini,Mysore Road,Kengeri,null,null,null,null,null,null,753,null,0,null,null,#NAME?
2024-07-09 1:01:00,01:01:00,CNR4297020438,Canceled by Customer,CID132154,eBike,Shivajinagar,Hebbal,null,null,Change of plans,null,null,null,473,null,0,null,null,#NAME?
2024-07-29 0:23:00,00:23:00,CNR2898581380,Driver Not Found,CID314861,Prime SUV,Majestic,Nagarbhavi,null,null,null,null,null,null,458,null,0,null,null,#NAME?
2024-07-03 6:39:00,06:39:00,CNR5878457606,Success,CID992357,Auto,Bannerghatta Road,MG Road,231,35,null,null,No,null,1164,UPI,18,4.8,3.7,#NAME?
2024-07-30 18:17:00,18:17:00,CNR9753708858,Success,CID349707,Prime Plus,Magadi Road,Hosur Road,112,140,null,null,Yes,Customer Demand,350,Cash,32,4.6,4.6,#NAME?
2024-07-23 17:55:00,17:55:00,CNR7981405163,Success,CID638844,Bike,Electronic City,Ramamurthy Nagar,294,65,null,null,No,null,491,Cash,28,4.3,3,#NAME?
2024-07-20 20:05:00,20:05:00,CNR1459522677,Success,CID453698,Prime Sedan,KR Puram,Kadugodi,49,40,null,null,No,null,376,Cash,36,4.5,3.4,#NAME?
2024-07-29 9:14:00,09:14:00,CNR7944506445,Success,CID409821,Auto,Nagarbhavi,Richmond Town,287,30,null,null,No,null,393,Cash,15,4.8,3.2,#NAME?
2024-07-05 4:09:00,04:09:00,CNR3549347253,Driver Not Found,CID475934,eBike,Devanahalli,Hebbal,null,null,null,null,null,null,274,null,0,null,null,#NAME?
2024-07-11 16:44:00,16:44:00,CNR8422419602,Success,CID831503,Prime SUV,Magadi Road,Sahakar Nagar,224,85,null,null,No,null,433,Cash,9,4.9,4.1,#NAME?
2024-07-04 4:15:00,04:15:00,CNR5855634722,Success,CID189950,Prime Plus,Hebbal,Frazer Town,84,145,null,null,No,null,192,Cash,21,4,4,#NAME?
2024-07-08 23:31:00,23:31:00,CNR8320043637,Success,CID540732,Prime Sedan,Banashankari,Marathahalli,84,65,null,null,No,null,976,Cash,10,3.7,4.4,#NAME?
2024-07-09 8:13:00,08:13:00,CNR8034283783,Driver Not Found,CID310668,Prime Sedan,Koramangala,HSR Layout,null,null,null,null,null,null,329,null,0,null,null,#NAME?
2024-07-25 16:49:00,16:49:00,CNR3256371921,Canceled by Customer,CID485504,Prime SUV,Bannerghatta Road,Indiranagar,null,null,Wrong Address,null,null,null,272,null,0,null,null,#NAME?
2024-07-19 20:38:00,20:38:00,CNR8022592314,Success,CID673757,Bike,Bannerghatta Road,Magadi Road,196,130,null,null,No,null,340,Cash,49,4.7,4.1,#NAME?
2024-07-06 10:03:00,10:03:00,CNR1440283141,Canceled by Driver,CID472749,Prime Plus,Basavanagudi,Basavanagudi,null,null,null,Customer related issue,null,null,564,null,0,null,null,#NAME?
2024-07-24 17:32:00,17:32:00,CNR8786686268,Success,CID670567,Auto,Basavanagudi,Kadugodi,98,85,null,null,No,null,745,UPI,12,4.3,4.4,#NAME?
2024-07-10 12:09:00,12:09:00,CNR7641018528,Success,CID317332,Bike,JP Nagar,RT Nagar,217,55,null,null,No,null,381,UPI,29,4.9,3.5,#NAME?
2024-07-07 9:06:00,09:06:00,CNR6470195463,Canceled by Customer,CID428166,Prime Plus,Vijayanagar,Tumkur Road,null,null,Wrong Address,null,null,null,413,null,0,null,null,#NAME?
2024-07-04 13:49:00,13:49:00,CNR7917159192,Success,CID250046,Mini,JP Nagar,Hebbal,301,110,null,null,No,null,730,Cash,22,3.8,4.6,#NAME?
2024-07-25 2:07:00,02:07:00,CNR9509424303,Success,CID796778,Prime Plus,Majestic,MG Road,175,55,null,null,No,null,295,Credit Card,14,3.5,3.7,#NAME?
2024-07-15 5:57:00,05:57:00,CNR8287954331,Success,CID598194,eBike,Varthur,Yeshwanthpur,252,75,null,null,No,null,108,UPI,43,4.1,3.9,#NAME?
2024-07-27 9:42:00,09:42:00,CNR1456183116,Canceled by Customer,CID426820,eBike,Mysore Road,Shivajinagar,null,null,Driver asked to cancel,null,null,null,459,null,0,null,null,#NAME?
2024-07-02 10:00:00,10:00:00,CNR3291976622,Success,CID399949,Mini,Whitefield,Jayanagar,112,115,null,null,No,null,254,UPI,44,3.1,4.5,#NAME?
2024-07-19 16:26:00,16:26:00,CNR8127313439,Canceled by Driver,CID356015,Prime SUV,JP Nagar,Bannerghatta Road,null,null,null,Customer was coughing/sick,null,null,494,null,0,null,null,#NAME?
2024-07-09 20:47:00,20:47:00,CNR1411493057,Success,CID985828,Mini,Malleshwaram,Hennur,147,75,null,null,No,null,118,Cash,14,4.2,4.4,#NAME?
2024-07-01 9:47:00,09:47:00,CNR4906896933,Canceled by Customer,CID564638,eBike,Peenya,Koramangala,null,null,Change of plans,null,null,null,361,null,0,null,null,#NAME?
2024-07-28 16:25:00,16:25:00,CNR9098900102,Success,CID234084,eBike,Shivajinagar,Kadugodi,273,80,null,null,No,null,202,Credit Card,5,3.3,4.6,#NAME?
2024-07-20 6:38:00,06:38:00,CNR8778214565,Canceled by Driver,CID174110,eBike,Marathahalli,Magadi Road,null,null,null,Personal & Car related issue,null,null,2642,null,0,null,null,#NAME?
2024-07-20 1:50:00,01:50:00,CNR9013284015,Success,CID296147,Prime Sedan,Tumkur Road,Kengeri,203,65,null,null,No,null,498,UPI,3,4.6,4.4,#NAME?
2024-07-08 21:43:00,21:43:00,CNR1899513439,Canceled by Customer,CID151544,Prime SUV,Whitefield,Langford Town,null,null,Change of plans,null,null,null,240,null,0,null,null,#NAME?
2024-07-11 11:22:00,11:22:00,CNR3457246461,Success,CID293784,Mini,Frazer Town,Hebbal,161,95,null,null,No,null,399,Cash,22,4.2,3.1,#NAME?
2024-07-02 23:35:00,23:35:00,CNR3328257189,Canceled by Driver,CID980629,Bike,Jayanagar,Bellandur,null,null,null,Customer was coughing/sick,null,null,303,null,0,null,null,#NAME?
2024-07-15 8:55:00,08:55:00,CNR9514979628,Success,CID620964,Bike,Varthur,Ramamurthy Nagar,91,40,null,null,No,null,261,UPI,30,4.8,4.9,#NAME?
2024-07-30 0:47:00,00:47:00,CNR6683059009,Success,CID704893,Prime Sedan,BTM Layout,JP Nagar,70,65,null,null,No,null,340,Debit Card,23,4.9,3.2,#NAME?
2024-07-24 3:13:00,03:13:00,CNR6521243972,Canceled by Customer,CID401934,Mini,Ramamurthy Nagar,Sahakar Nagar,null,null,Driver is not moving towards pickup location,null,null,null,662,null,0,null,null,#NAME?
2024-07-28 5:43:00,05:43:00,CNR5249945945,Success,CID945925,Prime Plus,Hulimavu,Whitefield,245,140,null,null,No,null,569,Cash,44,4.5,4,#NAME?
2024-07-28 21:53:00,21:53:00,CNR4959722358,Canceled by Driver,CID336152,eBike,Sarjapur Road,HSR Layout,null,null,null,Customer was coughing/sick,null,null,185,null,0,null,null,#NAME?
2024-07-02 6:13:00,06:13:00,CNR7004499391,Canceled by Customer,CID545922,Prime SUV,KR Puram,Kengeri,null,null,Change of plans,null,null,null,322,null,0,null,null,#NAME?
2024-07-22 0:44:00,00:44:00,CNR6185886977,Canceled by Driver,CID683200,Prime Sedan,JP Nagar,Bellandur,null,null,null,Customer was coughing/sick,null,null,279,null,0,null,null,#NAME?
2024-07-08 9:53:00,09:53:00,CNR6190557479,Success,CID586065,eBike,Kadugodi,Langford Town,294,100,null,null,No,null,468,Cash,36,3.1,3.7,#NAME?
2024-07-26 0:47:00,00:47:00,CNR3718911387,Success,CID683457,Auto,Hebbal,Hebbal,35,135,null,null,No,null,436,UPI,17,3.5,3.6,#NAME?
2024-07-22 21:42:00,21:42:00,CNR5475627471,Success,CID330754,Bike,JP Nagar,MG Road,252,140,null,null,No,null,121,Cash,14,3.6,3.1,#NAME?
2024-07-09 14:04:00,14:04:00,CNR6300023142,Canceled by Driver,CID693495,Auto,Richmond Town,Nagarbhavi,null,null,null,Customer related issue,null,null,1265,null,0,null,null,#NAME?
2024-07-02 22:18:00,22:18:00,CNR8793757122,Canceled by Driver,CID328176,Auto,Yelahanka,Malleshwaram,null,null,null,Customer was coughing/sick,null,null,409,null,0,null,null,#NAME?
2024-07-02 2:16:00,02:16:00,CNR1931024373,Success,CID137186,Mini,Peenya,Rajarajeshwari Nagar,252,55,null,null,Yes,Vehicle Breakdown,303,UPI,34,5,4.8,#NAME?
2024-07-15 16:53:00,16:53:00,CNR3737438536,Canceled by Driver,CID363541,Prime Sedan,MG Road,Ulsoor,null,null,null,Personal & Car related issue,null,null,339,null,0,null,null,#NAME?
2024-07-07 4:23:00,04:23:00,CNR5549987779,Driver Not Found,CID638096,Prime Plus,Yeshwanthpur,Rajajinagar,null,null,null,null,null,null,119,null,0,null,null,#NAME?
2024-07-18 7:31:00,07:31:00,CNR4166236620,Canceled by Customer,CID174499,Prime SUV,Frazer Town,Devanahalli,null,null,Driver asked to cancel,null,null,null,218,null,0,null,null,#NAME?
2024-07-13 3:18:00,03:18:00,CNR5842450029,Success,CID759414,Auto,Devanahalli,Vijayanagar,287,25,null,null,No,null,429,Cash,15,3.8,4.8,#NAME?
2024-07-15 13:43:00,13:43:00,CNR3086279264,Success,CID209368,Prime SUV,Koramangala,Malleshwaram,112,130,null,null,No,null,158,UPI,24,3.9,4.9,#NAME?
2024-07-11 7:00:00,07:00:00,CNR3092150984,Driver Not Found,CID437545,Prime SUV,BTM Layout,Nagarbhavi,null,null,null,null,null,null,486,null,0,null,null,#NAME?
2024-07-15 8:05:00,08:05:00,CNR5785794868,Success,CID982838,Prime Sedan,Majestic,Nagarbhavi,294,65,null,null,No,null,196,UPI,44,4.7,3.3,#NAME?
2024-07-07 14:17:00,14:17:00,CNR3092594393,Success,CID747844,Bike,Electronic City,Kadugodi,301,50,null,null,No,null,532,UPI,1,4.5,3,#NAME?
2024-07-11 22:45:00,22:45:00,CNR8736294385,Success,CID454270,eBike,MG Road,Marathahalli,203,115,null,null,No,null,499,UPI,5,3.6,3.4,#NAME?
2024-07-06 19:13:00,19:13:00,CNR8157928979,Canceled by Driver,CID710399,Prime Sedan,Majestic,KR Puram,null,null,null,Personal & Car related issue,null,null,642,null,0,null,null,#NAME?
2024-07-19 9:32:00,09:32:00,CNR3416620657,Success,CID686038,Prime Sedan,RT Nagar,Banashankari,238,40,null,null,No,null,1946,UPI,44,4.1,3.9,#NAME?
2024-07-12 11:36:00,11:36:00,CNR3514157582,Success,CID792649,Prime Plus,Yeshwanthpur,HSR Layout,56,100,null,null,No,null,435,Cash,47,4,4.8,#NAME?
2024-07-18 1:22:00,01:22:00,CNR5353677897,Canceled by Customer,CID319563,Mini,Rajarajeshwari Nagar,Whitefield,null,null,AC is Not working,null,null,null,463,null,0,null,null,#NAME?
2024-07-07 16:12:00,16:12:00,CNR7038990440,Success,CID472797,Prime Plus,KR Puram,BTM Layout,252,75,null,null,No,null,100,Cash,21,3,3.3,#NAME?
2024-07-18 22:21:00,22:21:00,CNR7110634082,Success,CID658725,Bike,Basavanagudi,Rajarajeshwari Nagar,168,50,null,null,No,null,218,UPI,21,4.1,3.2,#NAME?
2024-07-03 15:29:00,15:29:00,CNR8893814860,Success,CID912017,Mini,Peenya,Kammanahalli,98,25,null,null,No,null,351,Cash,48,4,3.6,#NAME?
2024-07-26 11:52:00,11:52:00,CNR7540240070,Canceled by Driver,CID324487,Mini,JP Nagar,Sarjapur Road,null,null,null,Customer related issue,null,null,452,null,0,null,null,#NAME?
2024-07-30 13:26:00,13:26:00,CNR5370106193,Canceled by Driver,CID475279,Prime Plus,Mysore Road,Jayanagar,null,null,null,Customer related issue,null,null,695,null,0,null,null,#NAME?
2024-07-09 8:41:00,08:41:00,CNR2246347681,Success,CID750030,Bike,Rajarajeshwari Nagar,Langford Town,196,25,null,null,No,null,940,UPI,34,3.6,4.5,#NAME?
2024-07-22 22:22:00,22:22:00,CNR3450602497,Success,CID817999,Auto,Mysore Road,Devanahalli,49,145,null,null,No,null,2129,Credit Card,14,4.5,4.9,#NAME?
2024-07-02 6:24:00,06:24:00,CNR5609417423,Canceled by Customer,CID637563,Mini,Yeshwanthpur,Richmond Town,null,null,Driver is not moving towards pickup location,null,null,null,405,null,0,null,null,#NAME?
2024-07-12 16:57:00,16:57:00,CNR4615608754,Success,CID799545,eBike,Sahakar Nagar,Shivajinagar,280,75,null,null,No,null,382,Credit Card,36,4.1,3.8,#NAME?
2024-07-21 17:31:00,17:31:00,CNR6445080363,Canceled by Driver,CID184041,eBike,Hennur,Kammanahalli,null,null,null,Personal & Car related issue,null,null,279,null,0,null,null,#NAME?
2024-07-28 3:29:00,03:29:00,CNR4002530518,Success,CID919961,Prime SUV,Kadugodi,Bannerghatta Road,147,110,null,null,No,null,104,Cash,1,3.3,3.5,#NAME?
2024-07-10 10:31:00,10:31:00,CNR9986843921,Canceled by Customer,CID961653,Prime Plus,Cox Town,Chamarajpet,null,null,Driver asked to cancel,null,null,null,136,null,0,null,null,#NAME?
2024-07-12 4:36:00,04:36:00,CNR2753338754,Success,CID889387,eBike,Padmanabhanagar,Bannerghatta Road,238,140,null,null,No,null,239,Credit Card,48,4.9,3.2,#NAME?
2024-07-07 7:38:00,07:38:00,CNR5528674251,Canceled by Driver,CID993108,Prime SUV,Bellandur,Ramamurthy Nagar,null,null,null,Personal & Car related issue,null,null,244,null,0,null,null,#NAME?
2024-07-16 17:01:00,17:01:00,CNR7958289091,Canceled by Driver,CID261185,Prime Sedan,Richmond Town,Vijayanagar,null,null,null,Personal & Car related issue,null,null,225,null,0,null,null,#NAME?
2024-07-01 8:47:00,08:47:00,CNR1663305836,Driver Not Found,CID851834,eBike,Padmanabhanagar,Hennur,null,null,null,null,null,null,744,null,0,null,null,#NAME?
2024-07-18 10:36:00,10:36:00,CNR8719325633,Success,CID208400,Auto,Sahakar Nagar,Mysore Road,238,45,null,null,No,null,843,UPI,9,4.6,3.9,#NAME?
2024-07-17 9:38:00,09:38:00,CNR1685989752,Success,CID472423,eBike,Yelahanka,Hebbal,168,120,null,null,No,null,168,Cash,9,4.9,3.2,#NAME?
2024-07-05 13:09:00,13:09:00,CNR5480403089,Success,CID380453,Prime Plus,Yeshwanthpur,Richmond Town,217,80,null,null,No,null,363,UPI,26,4.3,5,#NAME?
2024-07-24 18:52:00,18:52:00,CNR5137043296,Success,CID343254,Mini,Varthur,Hennur,280,105,null,null,No,null,314,Debit Card,9,3.1,4.2,#NAME?
2024-07-19 1:21:00,01:21:00,CNR9477095299,Success,CID607468,Mini,Kengeri,RT Nagar,84,65,null,null,No,null,247,Cash,3,4.4,5,#NAME?
2024-07-12 10:18:00,10:18:00,CNR8883541278,Driver Not Found,CID465773,Mini,Sarjapur Road,Chamarajpet,null,null,null,null,null,null,470,null,0,null,null,#NAME?
2024-07-02 0:42:00,00:42:00,CNR3965859566,Success,CID107940,eBike,Shivajinagar,Electronic City,126,55,null,null,No,null,260,Cash,38,4.7,4.7,#NAME?
2024-07-18 18:23:00,18:23:00,CNR7673066991,Success,CID762232,Prime Sedan,Yeshwanthpur,Ulsoor,238,70,null,null,No,null,407,Cash,27,4.1,4.9,#NAME?
2024-07-16 12:49:00,12:49:00,CNR2845789701,Driver Not Found,CID482350,eBike,Shantinagar,Rajajinagar,null,null,null,null,null,null,369,null,0,null,null,#NAME?
2024-07-02 15:42:00,15:42:00,CNR6169207766,Driver Not Found,CID724881,Prime Plus,Hebbal,Koramangala,null,null,null,null,null,null,420,null,0,null,null,#NAME?
2024-07-23 5:03:00,05:03:00,CNR8516409614,Success,CID290081,Prime SUV,Frazer Town,Ramamurthy Nagar,77,30,null,null,No,null,2877,Cash,26,4.9,4.5,#NAME?
2024-07-06 14:04:00,14:04:00,CNR8744346612,Success,CID570707,Prime SUV,Varthur,Ramamurthy Nagar,147,85,null,null,No,null,955,Cash,3,3.4,3.9,#NAME?
2024-07-26 15:08:00,15:08:00,CNR5284344363,Success,CID862337,Prime Plus,Frazer Town,Electronic City,147,135,null,null,No,null,428,UPI,34,4.1,3.9,#NAME?
2024-07-17 19:26:00,19:26:00,CNR8291672496,Canceled by Driver,CID563369,Prime Plus,Koramangala,KR Puram,null,null,null,Customer related issue,null,null,874,null,0,null,null,#NAME?
2024-07-21 2:54:00,02:54:00,CNR2485427128,Canceled by Driver,CID574875,Prime SUV,Koramangala,Hennur,null,null,null,Customer related issue,null,null,382,null,0,null,null,#NAME?
2024-07-24 13:28:00,13:28:00,CNR1362571268,Success,CID227559,Bike,Rajajinagar,Tumkur Road,140,90,null,null,No,null,657,UPI,26,4.8,3.8,#NAME?
2024-07-18 16:08:00,16:08:00,CNR2686926257,Success,CID617268,Auto,Bannerghatta Road,Yelahanka,91,130,null,null,No,null,207,Cash,6,4,3.9,#NAME?
2024-07-19 8:23:00,08:23:00,CNR9625639272,Success,CID998960,Auto,Hosur Road,Kammanahalli,168,125,null,null,No,null,945,Cash,2,3.4,3.4,#NAME?
2024-07-11 4:59:00,04:59:00,CNR9498672052,Success,CID351529,Prime SUV,Yeshwanthpur,Koramangala,196,35,null,null,No,null,264,Credit Card,20,3.7,3.3,#NAME?
2024-07-22 13:02:00,13:02:00,CNR2485766659,Success,CID509717,eBike,Sarjapur Road,Bellandur,245,30,null,null,No,null,115,UPI,22,4,5,#NAME?
2024-07-13 22:00:00,22:00:00,CNR4395882254,Success,CID135529,Auto,Ramamurthy Nagar,Jayanagar,217,145,null,null,No,null,281,Cash,2,4.8,4.7,#NAME?
2024-07-01 3:18:00,03:18:00,CNR8811507785,Driver Not Found,CID207074,Auto,Basavanagudi,Whitefield,null,null,null,null,null,null,1881,null,0,null,null,#NAME?
2024-07-22 16:38:00,16:38:00,CNR2904644602,Success,CID125869,eBike,Indiranagar,Varthur,231,110,null,null,No,null,422,Cash,26,4.6,4.8,#NAME?
2024-07-21 5:59:00,05:59:00,CNR5382510753,Success,CID604279,Prime SUV,Chickpet,Bannerghatta Road,266,130,null,null,No,null,869,UPI,14,4.2,3.4,#NAME?
2024-07-28 9:52:00,09:52:00,CNR9176065097,Success,CID178820,Prime Plus,Nagarbhavi,Magadi Road,203,115,null,null,No,null,353,Cash,22,4.6,4,#NAME?
2024-07-07 10:25:00,10:25:00,CNR3762140934,Success,CID110216,Mini,Chickpet,Chamarajpet,84,90,null,null,No,null,238,UPI,8,4.7,4,#NAME?
2024-07-21 21:29:00,21:29:00,CNR5698781178,Success,CID142841,Prime Plus,JP Nagar,Devanahalli,224,25,null,null,No,null,456,Cash,20,3,4.4,#NAME?
2024-07-28 19:16:00,19:16:00,CNR7455139064,Success,CID199283,Prime SUV,Yeshwanthpur,Whitefield,98,65,null,null,No,null,331,Cash,2,4.8,4.3,#NAME?
2024-07-27 15:00:00,15:00:00,CNR1524307839,Success,CID126888,Auto,Indiranagar,Malleshwaram,42,85,null,null,No,null,218,Cash,4,4.6,4.2,#NAME?
2024-07-21 12:37:00,12:37:00,CNR5656596719,Canceled by Driver,CID533857,eBike,Kammanahalli,Indiranagar,null,null,null,Customer was coughing/sick,null,null,332,null,0,null,null,#NAME?
2024-07-18 8:05:00,08:05:00,CNR2421723113,Success,CID437155,Prime Sedan,Indiranagar,Chamarajpet,140,50,null,null,Yes,Customer Demand,404,Cash,38,4.7,3.8,#NAME?
2024-07-27 19:04:00,19:04:00,CNR5163916188,Success,CID189965,Bike,Shantinagar,Padmanabhanagar,147,120,null,null,No,null,291,Cash,24,3.5,3.5,#NAME?
2024-07-29 20:36:00,20:36:00,CNR6284791372,Success,CID660973,Mini,Sahakar Nagar,Chamarajpet,35,100,null,null,No,null,1367,Cash,46,3.4,3.5,#NAME?
2024-07-17 3:22:00,03:22:00,CNR7916590115,Success,CID600799,Bike,Majestic,Koramangala,126,95,null,null,No,null,318,Cash,31,4.9,4,#NAME?
2024-07-17 11:12:00,11:12:00,CNR5757332160,Success,CID845362,Prime Sedan,Shivajinagar,MG Road,196,80,null,null,No,null,269,UPI,21,4.3,3.4,#NAME?
2024-07-27 5:54:00,05:54:00,CNR3590679564,Success,CID996368,Auto,Devanahalli,Kadugodi,154,135,null,null,No,null,213,Cash,16,4.2,3.8,#NAME?
